DateTime;Sensor 1 - NO₂ (ppm);DateTime;Sensor 2 - NO₂ (ppm);DateTime;Sensor 1 - CO (ppm);DateTime;Sensor 2 - CO (ppm);DateTime;Sensor 1 - Temperature (°C);DateTime;Sensor 2 - Temperature (°C);DateTime;Sensor 1 - Humidity (%);DateTime;Sensor 2 - Humidity (%);DateTime;Sensor 1 - Battery (%);DateTime;Sensor 2 - Battery (%)
2015-07-02 10:00:00;0.012142857142857144;2015-07-02 10:00:00;0.005714285714285713;2015-07-12 01:00:00;2.45;2015-07-12 01:00:00;0.86;2015-07-02 10:00:00;96.285;2015-07-02 10:00:00;20.710000000000004;2015-07-02 10:00:00;-25.800000000000004;2015-07-02 10:00:00;56.37;2015-07-02 10:00:00;95.07142857142857;2015-07-02 10:00:00;77.5
2015-07-02 11:00:00;0.024285714285714292;2015-07-02 11:00:00;0.014285714285714287;2015-07-12 09:00:00;2.46;2015-07-12 09:00:00;1.11;2015-07-02 11:00:00;114.3714285714286;2015-07-02 11:00:00;22.875;2015-07-02 11:00:00;-25.800000000000004;2015-07-02 11:00:00;51.26714285714285;2015-07-02 11:00:00;95.21428571428571;2015-07-02 11:00:00;77.78571428571429
2015-07-02 12:00:00;0.01923076923076923;2015-07-02 12:00:00;0.03142857142857143;2015-07-12 17:00:00;2.39;2015-07-12 17:00:00;1.07;2015-07-02 12:00:00;114.04076923076924;2015-07-02 12:00:00;25.33928571428571;2015-07-02 12:00:00;-25.800000000000004;2015-07-02 12:00:00;46.708571428571425;2015-07-02 12:00:00;96.3076923076923;2015-07-02 12:00:00;77.57142857142857
2015-07-02 13:00:00;0.015714285714285715;2015-07-02 13:00:00;0.04428571428571428;2015-07-13 01:00:00;2.4;2015-07-13 01:00:00;0.93;2015-07-02 13:00:00;101.56285714285715;2015-07-02 13:00:00;27.252142857142854;2015-07-02 13:00:00;-25.800000000000004;2015-07-02 13:00:00;43.1392857142857;2015-07-02 13:00:00;97;2015-07-02 13:00:00;76.92857142857143
2015-07-02 14:00:00;0.014285714285714287;2015-07-02 14:00:00;0.03923076923076923;2015-07-13 09:00:00;2.4;2015-07-13 09:00:00;1.31;2015-07-02 14:00:00;115.94000000000001;2015-07-02 14:00:00;26.39692307692308;2015-07-02 14:00:00;-25.800000000000004;2015-07-02 14:00:00;42.22692307692308;2015-07-02 14:00:00;95.14285714285714;2015-07-02 14:00:00;75.84615384615384
2015-07-02 15:00:00;0.013571428571428571;2015-07-02 15:00:00;0.05357142857142857;2015-07-13 17:00:00;2.42;2015-07-13 17:00:00;1.05;2015-07-02 15:00:00;96.95357142857142;2015-07-02 15:00:00;25.825714285714287;2015-07-02 15:00:00;-25.800000000000004;2015-07-02 15:00:00;43.48785714285714;2015-07-02 15:00:00;95.14285714285714;2015-07-02 15:00:00;76.5
2015-07-02 16:00:00;0.019285714285714288;2015-07-02 16:00:00;0.04071428571428572;2015-07-14 01:00:00;2.44;2015-07-14 01:00:00;0.85;2015-07-02 16:00:00;112.34285714285716;2015-07-02 16:00:00;23.84357142857143;2015-07-02 16:00:00;-25.800000000000004;2015-07-02 16:00:00;47.314285714285724;2015-07-02 16:00:00;96.14285714285714;2015-07-02 16:00:00;75.5
2015-07-02 17:00:00;0.023846153846153847;2015-07-02 17:00:00;0.027857142857142858;2015-07-14 09:00:00;2.4;2015-07-14 09:00:00;1.31;2015-07-02 17:00:00;116.22307692307692;2015-07-02 17:00:00;23.060000000000002;2015-07-02 17:00:00;-25.800000000000004;2015-07-02 17:00:00;48.78785714285714;2015-07-02 17:00:00;95.53846153846153;2015-07-02 17:00:00;75.28571428571429
2015-07-02 18:00:00;0.019285714285714288;2015-07-02 18:00:00;0.017857142857142856;2015-07-14 17:00:00;2.5;2015-07-14 17:00:00;1.12;2015-07-02 18:00:00;109.88;2015-07-02 18:00:00;23.266428571428573;2015-07-02 18:00:00;-25.800000000000004;2015-07-02 18:00:00;51.205;2015-07-02 18:00:00;97.07142857142857;2015-07-02 18:00:00;73.85714285714286
2015-07-02 19:00:00;0.02;2015-07-02 19:00:00;0.025384615384615387;2015-07-15 01:00:00;2.41;2015-07-15 01:00:00;0.77;2015-07-02 19:00:00;90.75642857142857;2015-07-02 19:00:00;20.816153846153846;2015-07-02 19:00:00;-25.800000000000004;2015-07-02 19:00:00;55.4876923076923;2015-07-02 19:00:00;96.78571428571429;2015-07-02 19:00:00;73.23076923076923
2015-07-02 20:00:00;0.01846153846153846;2015-07-02 20:00:00;0.037142857142857144;2015-07-15 09:00:00;2.37;2015-07-15 09:00:00;1.1;2015-07-02 20:00:00;101.50769230769232;2015-07-02 20:00:00;19.02785714285714;2015-07-02 20:00:00;-25.799999999999997;2015-07-02 20:00:00;58.63714285714286;2015-07-02 20:00:00;96.76923076923077;2015-07-02 20:00:00;73.07142857142857
2015-07-02 21:00:00;0.02;2015-07-02 21:00:00;0.025714285714285717;2015-07-15 17:00:00;2.38;2015-07-15 17:00:00;0.99;2015-07-02 21:00:00;85.2957142857143;2015-07-02 21:00:00;18.98;2015-07-02 21:00:00;-25.800000000000004;2015-07-02 21:00:00;62.06857142857143;2015-07-02 21:00:00;96.07142857142857;2015-07-02 21:00:00;74.5
2015-07-02 22:00:00;0.020714285714285713;2015-07-02 22:00:00;0.03642857142857143;2015-07-16 01:00:00;2.37;2015-07-16 01:00:00;0.74;2015-07-02 22:00:00;98.49571428571429;2015-07-02 22:00:00;17.829285714285714;2015-07-02 22:00:00;-25.800000000000004;2015-07-02 22:00:00;65.27714285714286;2015-07-02 22:00:00;96.85714285714286;2015-07-02 22:00:00;79.71428571428571
2015-07-02 23:00:00;0.02;2015-07-02 23:00:00;0.02285714285714286;2015-07-16 09:00:00;2.22;2015-07-16 09:00:00;1.33;2015-07-02 23:00:00;89.07499999999997;2015-07-02 23:00:00;16.998571428571427;2015-07-02 23:00:00;-25.800000000000004;2015-07-02 23:00:00;66.00785714285715;2015-07-02 23:00:00;96.21428571428571;2015-07-02 23:00:00;81.07142857142857
2015-07-03 00:00:00;0.01846153846153846;2015-07-03 00:00:00;0.014615384615384615;2015-07-16 17:00:00;2.22;2015-07-16 17:00:00;1;2015-07-03 00:00:00;97.98692307692309;2015-07-03 00:00:00;17.835384615384616;2015-07-03 00:00:00;-25.800000000000004;2015-07-03 00:00:00;66.40076923076923;2015-07-03 00:00:00;95.84615384615384;2015-07-03 00:00:00;83.53846153846153
2015-07-03 01:00:00;0.020714285714285716;2015-07-03 01:00:00;0.018571428571428572;2015-07-17 01:00:00;2.2;2015-07-17 01:00:00;0.72;2015-07-03 01:00:00;99.18857142857144;2015-07-03 01:00:00;17.391428571428573;2015-07-03 01:00:00;-25.8;2015-07-03 01:00:00;68.51;2015-07-03 01:00:00;95.42857142857143;2015-07-03 01:00:00;84.92857142857143
